Amygdala_L_41,Amygdala_R_42,Calcarine_L_43,Calcarine_R_44,Caudate_L_71,Cerebelum_3_L_95,Cerebelum_3_R_96,Cerebelum_4_5_L_97,Cerebelum_4_5_R_98,Cingulum_Ant_L_31,Cingulum_Ant_R_32,Cingulum_Mid_L_33,Cingulum_Mid_R_34,Cingulum_Post_L_35,Cingulum_Post_R_36,Frontal_Inf_Orb_L_15,Frontal_Inf_Orb_R_16,Frontal_Mid_Orb_L_25,Frontal_Mid_Orb_R_26,Frontal_Sup_Medial_L_23,Frontal_Sup_Medial_R_24,Fusiform_L_55,Fusiform_R_56,Heschl_L_79,Hippocampus_L_37,Hippocampus_R_38,Insula_L_29,Insula_R_30,Lingual_L_47,Lingual_R_48,Olfactory_L_21,ParaHippocampal_L_39,ParaHippocampal_R_40,Precuneus_L_67,Precuneus_R_68,Putamen_L_73,Rolandic_Oper_L_17,Rolandic_Oper_R_18,Temporal_Inf_L_89,Temporal_Inf_R_90,Temporal_Mid_L_85,Temporal_Mid_R_86,Temporal_Pole_Mid_L_87,Temporal_Pole_Mid_R_88,Temporal_Pole_Sup_L_83,Temporal_Pole_Sup_R_84,Temporal_Sup_L_81,Temporal_Sup_R_82,Thalamus_L_77,Thalamus_R_78,Vermis_3_110,Vermis_4_5_111,left_CA,left_DG,left_subiculum,right_CA,right_DG,right_subiculum
-0.48617149260631,0.2775404025670511,0.3809906926379041,0.40797952371453283,-0.030363699520755256,-0.6910090669275838,-0.25727811281867885,-0.377992461423052,-0.44962573367918013,0.028778836524348445,-0.3511631472290248,-0.1280771532477143,-0.04866370146434021,-1.37082434312888,-0.26377080096219696,0.05489815051639501,-0.22290940337084766,0.11655660020385482,-0.08426925881424202,0.06843975044371713,-0.33875744359009585,0.15587418555103574,0.10309258671655432,0.4175365634854585,-0.2649964125737294,-0.3131715693522862,0.230741254650497,-0.5620733949724785,-0.28483009227579625,-0.2342068419542231,-0.7209335288732799,-0.21526099918193334,-0.1310189433196999,0.8386785418387437,0.9323701652372325,-0.11747408608467394,1.3534526130374345,-0.004544435059551811,0.3340420689480508,0.4122393483461392,-0.8483093756434757,-0.6336552690703441,0.3474876863866408,0.18111540276299912,0.5379579548738203,-0.015855508667756327,0.09010048430516632,-0.20562732686896695,0.526275603896436,-0.047402028611236796,-1.767761640235058,-0.4500015162050834,0.2411346403046542,0.1949626464014833,0.560751617593529,0.17716092770845537,0.39293537084307195,-0.5649578781568444
0.9899068896955265,-1.063513340166138,-0.45791432242601315,-1.070048639438127,-0.26206252577231187,-0.8481162529879387,0.12080885536751684,0.01580834354596508,0.00900801962706744,0.3661578672885793,-0.5198204936428709,0.8895814793709788,0.23933244967951056,0.9453880286182008,0.20765292786645015,1.555813061972427,0.7638744803725261,-0.09941919579309741,0.4553776165343642,-0.9455348849623695,-0.6594643967729346,0.17887537242430493,-0.15372150194293252,-0.011905114513326489,0.8737012120527108,0.920598587406398,-0.426246539361451,0.4637709597133877,0.35824483410300795,0.35016582617037284,-0.10996062742645595,-0.2175687789608429,0.4426872827725785,0.21742681988635082,-0.054977037296383,-0.09251355103305582,-0.4197462556542127,-0.8233675599514233,-0.2574648389022545,-0.4221710061892619,0.22296962184288216,-0.23131308342944024,0.4982701472142676,-0.17113026176551832,0.9821276525536854,-0.13023111688483482,0.32822057077470057,0.02637694573545146,-0.46567191350626147,0.39792989238934084,1.4900375583873962,0.41147584466923215,-0.5471860858802673,0.7561891960574163,0.36079853162431674,-0.10799570552338968,-0.24146779970356091,0.2494005076816096
-0.7574916843588828,-1.0940585394152718,0.08265637175624074,0.6582704350620857,0.583273597995521,0.07287798677991664,-0.14878644274238906,-0.16779702646516162,-0.3032233437388553,-0.4402217563939083,-0.7294272974194369,0.18498869559179426,-0.12168998267792186,-1.200232763384086,-0.961925972176617,0.6609195994051806,0.02128343133167487,0.09627559382123842,-0.043487382191601004,-1.2231332821526646,-0.21120104832610306,-0.23007310781200271,0.08499275850629537,0.45907366151798357,-0.09841065322378173,0.1710489469329977,0.07144250855198626,0.039747965899261634,0.05528379744483006,-0.21333725735707698,-0.921557354011337,-0.9066025732945557,-0.3042111071651175,0.7137460048554378,-0.933550918869895,0.014653793824531107,-0.012765772584170706,-0.013766377014027798,0.6184070392825911,-0.534103305061059,0.2643396976680807,-0.11825143466372233,-0.49273713599063323,-0.08295892920692964,-0.2272593467785465,-0.014857049513803147,-0.20012770377017136,0.5621317285505273,-0.4088982401601111,-0.11196485688657642,-0.14087856362886375,0.8961870579175665,-1.1021000290569505,-0.8401922513831588,0.9608584027811469,-0.3982070769312864,0.3102982309916521,-0.05221582405450592
0.6594561388212139,0.09874461256711126,-1.2806084394740855,-0.5440723150782713,-0.6654255044718043,-0.8052751878715108,-1.1354409033257058,-0.8888947981038353,0.6152748980527376,0.6737486541512212,1.2873906919167926,-0.19583565138522285,-0.8673574018447003,-0.09031369486044986,-0.7857211505110507,-0.220432233876913,0.4716322715781833,0.9293585860879925,0.0842812657388134,-1.5827321841304698,0.014745882481233532,-0.02803532540397293,1.0371543934685286,-0.5651250936175082,-0.07244724342130213,0.5468945069466942,1.0206096369777307,-1.9999317115970716,-0.7100038294768866,-0.8743720684558197,0.044201022073314764,-0.045659913197232734,-0.14809100599759384,-1.5842977056368415,-0.34736949842931336,-0.0864357646937429,-1.120016967160631,-1.1322283503496045,-0.23344111205327756,0.34606001366184713,1.3154523797047937,0.3494099074777525,0.710640102257394,-0.11008001586768464,-0.08129868829847559,0.019812333278834332,0.8613040140943871,1.155312091005634,-0.5444545726976444,-0.9815637560437523,-1.8979178828299752,-1.4677131566034474,-0.01065256454193133,-0.3270587003867492,0.255333254209705,-0.768143516174947,0.2440921248596183,0.049077207142368996
-0.13259852089864407,-0.1900865666100326,-0.11374602802519349,0.36943311611103014,0.0006452556060811201,-0.1766794730959012,-0.3946313990068614,-0.3854222566006125,0.2557280403820499,0.46084019393917597,0.1369974902686789,0.1199561789958014,1.650925646269548,-0.17642400912099143,0.27355697468106166,-0.586051065555052,-0.9973034675071816,0.7395440349372719,-0.35686579089689635,-0.1398177768746708,-0.016595647017720913,-0.2162557592667269,0.6242028903215845,-0.048670404344633864,0.06995684821004193,-0.36659408633319385,0.5842499574024441,-0.12515886288673717,0.38189913906339856,0.30774625288854773,0.4792627952591156,0.08827939940128723,0.5821879430384759,-0.08259938158881372,-1.3269092441786718,0.02583522135282569,-0.1779970854253189,-0.11925685915966223,-0.2534638133388496,-0.7542481480274913,-0.2788115929473757,-0.37876331323018714,-0.4082128126741247,0.24626334005146197,0.3541861375208286,0.16234750015150162,0.171217152955993,0.0800843439835834,-0.3001579381858449,1.186541984013246,-0.3422228986941071,0.2711827178861529,-0.4916618887776556,-0.3349671156816131,0.07782687408587984,-1.1833506784560937,-0.4800791768941045,-0.9150081215493558
0.38556342117294,0.6943416221028849,-0.7042058617525067,-0.24249708805411074,-0.18106030267344303,0.46950543496397096,0.6928188389459871,-0.7607846823314078,0.19932471831048496,0.4359512406256545,0.7990258288050535,0.32887722411896586,0.8413429259238465,0.24945845469890182,-0.6127674417102127,0.07590956003516426,-0.5916233220990497,0.28114229006557084,0.6856534028133469,0.23434804605598591,-0.09275943224603599,-0.5717659779187827,0.1646592882945144,0.6854342689837842,-0.11740059972238621,-0.6252819788817229,0.13773645867534703,-0.33823668637175774,-1.578820179279386,-0.2906745878287426,-0.834158881784035,-0.2095359637653211,0.37708154286579904,0.0805359459661345,-0.7206968067582729,0.29163881195449937,-0.12276141674200855,0.001557354386151671,0.30517062340328194,-0.6839477078727032,0.6383325419931878,-0.8581365444162695,-0.6657653104108864,2.256181153517305,1.2444648908600244,0.0894533974878619,0.007690340240926542,0.09286585853995484,-0.8766010677026962,0.3616407229106598,-0.10170610607601324,0.4774491441111735,2.592453506744148,0.28191248330146546,0.4724481626162298,0.18909390648256064,-0.1280153710819528,0.4152562388661059
0.8728091306862205,0.10106010733161996,-0.8516280309117322,0.34343091030803263,0.252083262668259,0.15966060349022085,-0.40811254672073594,-0.37529734354479355,0.08533136640806072,0.00644446110771838,0.2949689924022924,0.20845461368327195,0.11947242823133357,0.1917381725931231,-0.03475388628483258,-0.23294098212873013,-0.5258212257244077,0.0065306150135388845,-0.012097646601838308,0.03465116966070303,-0.9640611633217168,-0.4229514331799735,0.3526872860184344,-0.3824812532726288,-0.370920120525799,-0.02991049295129132,-0.2591150999277223,-0.3856820627217649,0.014013433682171629,-0.8886373502429795,-0.018826269080626054,0.2861802415291252,-0.00342745915869133,0.024873153270630447,-0.9491785055303648,-0.4603368656636439,-0.038210740059177975,0.3998742347783691,-0.7509822683252606,-0.2811709537210538,0.05877907174454385,-0.18568150452228877,-0.02252135575645105,0.2544193112010263,0.177257125002466,-0.2686772969710473,0.47680993392503906,-0.5922148330534728,0.19676632702716662,-0.364532002424201,0.5325486320579013,0.5590753755758445,1.815713136693854,0.7833827496621972,0.16944884222504986,-0.7400711247505198,0.4198535823470183,0.5184483945161753
0.20234302246286986,-0.42402364098560597,0.46597821014528207,-0.47763539616115264,0.10040609864640994,-0.765428883768489,0.3178433268921602,0.5500813942614107,0.60203906636728,0.37895426602055227,0.9426594969827549,0.4017707994465767,-0.2895276227517521,0.3284448609476408,-0.3736171506145454,0.1591267460224537,0.12772109055430514,-0.5626269677081813,-0.9301292482961322,0.5320439021404044,-0.7521441255411017,-0.32652786552442603,-0.648986088270193,0.5932764506991883,0.31055193538594117,0.199127323423888,-0.5749006730724313,-0.2376983564350934,0.09040164772349014,0.2712543189331694,-0.5741270025578333,-0.21481039126464704,-0.2486212226390528,0.06969233949833552,0.4050015509767922,-0.09406911324405931,0.486917712927124,1.1496461920952548,-0.7919998571099763,0.7758581271199027,-0.09650761503352494,0.6339560567600897,0.03730005131782817,0.2155112046942115,-0.4686743989845352,0.32943203831545964,-0.11061474120449379,0.837239973047625,0.32181597028003767,-0.1549763923791544,-0.5487487457336069,-1.163642469723756,-0.010305258282024976,0.151959975721826,0.9748854492308942,0.6755005985399002,1.1773243104705104,-0.13482610255601757
-0.28478430994720794,0.6796381423120352,0.1531603156218394,-1.0364802632808425,-0.5891682867605784,0.3052642362793025,0.7847683168259917,0.6409517925807648,-0.1332151118743689,0.018436088478337515,-0.06822670385401917,-0.7593339348699434,0.04781923757134014,0.43056059737022645,1.3853074403335204,-0.1745545198614131,-0.302850377237754,0.16420396527193362,-0.9560819416925501,-1.1356177558819844,-1.0840920932776477,0.1360187630637451,-0.613960030769053,0.3643620895454765,0.6802784258512887,-0.35143895879117926,0.14297852927191262,1.149789784084998,-0.15823876209390164,0.366518600480339,-0.41478232614710897,0.01586825900683789,0.17178029512767723,-0.14592014423148278,0.24194388052872817,0.06233081059739378,0.2483051393796537,0.46963471807351564,-0.12520837467579093,0.09635077635067098,-0.2263824339306026,-0.018319875699022603,-0.04634431583974042,-0.6871592416443981,0.38983314448906686,-0.8960950874958832,-0.31645151628248025,-0.007010351534877373,-0.00016803374554466392,0.2664990633903768,-0.06280925948374594,0.017579737593797627,0.6661993802599896,0.4516383042533072,-0.3112082986035094,0.3332524408156661,-0.6899355456318226,0.3656951838072101
-1.0992524618308097,0.5853829887708475,-0.1766900083309501,-1.2725951389275292,-0.8115981806909887,-0.0450122873401371,-0.11927639998584338,-1.068390674097417,-0.9884833440076074,0.44487334019501107,0.39257821157054784,0.5636311574816129,-0.4899149346044066,0.07011502981105565,-0.13941813750857493,0.2917187014491646,-0.84872253991117,0.0072199636007564405,-0.024818724070997583,0.35228593908347267,0.1927858985857702,-0.00784515702955265,-0.3816154239080958,0.3846174094352607,-0.4066592224108546,-1.5655000497525282,0.4452381906657699,0.17142665743262908,1.000149947902822,0.06822942313191495,-0.12199039962809861,-0.1423142023783385,0.13594567412756284,0.1982707992435487,0.9189633896719734,0.20434298677945328,-0.00290020692174687,0.49004239514221865,-0.33305140362758384,-0.015100954149249009,-0.062272769066274,-0.5831443525343915,-0.004590425296951626,-0.29726875032116745,-0.5796696327901588,-0.29311618632319797,-0.2725922741039496,-0.6800965603639655,0.09477727571810499,-0.5077462190644184,-0.24424320345833783,-0.05048095581658577,0.5200407132693308,1.612160821236808,1.1793937211319108,2.195708202774525,1.6747384706808301,0.3611720487257593
-0.2889233260532473,0.41917866591190284,-0.7804967708978179,-0.17956072968714837,-0.4883274309803513,0.15423290431764808,-0.020587599676458155,0.18387732247246405,1.1161317508114552,0.889759727019432,-0.34127456382075283,0.35316346825857414,-0.029035863551006336,-1.4801436883734242,-0.4342068938302046,0.08097564005083052,-0.5260449823059313,0.8372368767063851,0.2289328317982039,-0.8458329836384036,0.11509725916948917,-0.12096657277920285,0.4094900540235614,-0.19776955287567438,-0.30298283249339714,0.003604087199323128,0.34834400207939964,-0.11159599892401305,0.20089984140003736,0.19030815716829488,-0.12233109922951249,0.0077364569597201255,0.32639135171840444,-0.3916271909402106,-1.0907822454733918,0.42324506936884826,0.12050849872509475,0.4886043186412871,0.402239575300456,-0.18507683667745545,0.2828847890467293,-0.66019051800395,0.3968903351156885,-0.39621961168668,0.597218426697127,-0.17312960871261496,0.7310368787885085,-0.10450389150817199,0.25082179556854695,-0.10892719629030682,-0.06629665722275968,-0.09049170389938758,1.4242102024734271,-0.4149065925792463,-0.40846920471271236,-0.29675791464984047,0.4774573017266009,0.026125219927780496
0.3766146848957359,0.5100864390087414,0.13336153421409785,-0.26550084531872165,-0.46313791195286497,0.5355221264576783,0.35797992244748467,0.3678370556410123,-0.34286472424745806,0.3397927227616721,-0.7054327133890174,-0.18755130195298714,-0.05977518347533298,0.2784856810058517,-0.018855396957290216,0.05843266554896233,-0.8729618073767877,-0.5636218489947309,-0.620660895589225,-1.0139545631340907,-0.557671847660855,-0.12840967144864668,-0.13683086935095432,-0.07921654650091746,-0.8364358987685339,-0.2963447578255271,-0.09762613306543678,-0.6798344228400139,2.1747575906709824,0.5452423176656824,1.337236969139468,0.7789913122991065,0.32326510851590134,-0.023886091335392413,0.47669242059857403,0.27727594414669765,-0.4100495413548882,0.07622620763143362,-0.3551204826233581,-0.02629990967853891,0.3092348690602872,0.1976020658091495,-0.08531347374059715,0.2970479838365732,-0.18461166814060256,0.751705951528204,-0.5380349560626332,-0.01340961352663017,0.9508979493994177,0.13552486897057736,1.0237002483219848,-0.628875175654291,-0.5082100504212355,0.7764682220947493,0.25082843280516715,-0.039053276971104056,0.32104187018955743,0.23529383377198945
-0.5838466481768843,-0.9944028951725816,-0.8859727845751685,-0.2600175782468169,0.21937789873310165,-0.5683288541243585,-0.7404670073229497,0.4284861931266427,0.0799833557473517,0.562853961418942,0.01878970679915682,0.3371829175980964,-0.9352983879130505,0.777101619284737,-0.2016552412231595,-0.7972839686642101,-0.1316159623947192,1.0973077618710623,0.45677190108741167,-0.8836363674414291,0.676867920097897,0.1090804899448318,-0.31203062964217815,1.1138721778674092,-0.7191243004138949,-0.28519630724711137,0.28928654546016414,0.7900888956106781,0.03789993529250448,0.3268725891508311,0.5770373245643428,-0.31169430107567875,-0.058844066738987656,-0.40718592955211924,0.6348857455600899,-0.22790393081007793,-1.8782600375017535,0.24513318383724567,0.27065157830565173,-0.5952678016254791,0.13014767698779295,-0.4228213777823349,0.23793635546362943,0.5488997584576811,0.06833149961239955,-0.13466414085555636,-2.5679298823541887,-0.09852274955704918,-1.5753632256449988,0.5514841398246654,-0.04806650595910158,-0.48003272434461897,1.5861184451278412,0.271931076978527,0.547170376108928,0.4859814667509239,-0.04602577658756478,-1.1255991328582569
0.07746151544845706,-0.28937371931596356,-0.3780561657420493,0.15523034288265952,-0.10248175435492411,-0.7040636568300054,0.4567062591848664,-0.4804605594391974,0.4400961998383642,-0.08179179641159841,-0.6683706830810241,-0.28589244421844645,-0.18288981470307855,0.28453412691098245,-0.2632211405133664,-0.29770929897812803,0.02507915487367988,-0.03823203248240801,-0.41325763149354533,-0.22433991868803957,0.2407163140887907,-0.17857020662388318,0.7643438303423777,0.4195122800823378,0.16199188640439868,-0.3813582481333141,-0.7155100259761835,-1.6510120866182323,0.18955147980018516,0.37552959745868103,-0.01483486267340759,-0.3529263508227086,-0.022085263435487775,0.21352271161854247,0.634834124496632,-0.108740382116144,0.8541157275298158,0.49351726169679505,-0.25215512601483037,0.6506438510834238,0.4911106772989791,0.4396722008177693,0.2136949399814399,0.06383102064604759,-0.09745228175435686,0.020045300945217285,-0.259659150958645,0.17530194654796755,0.046382214829127674,0.23149370400941105,0.00394217378378872,1.5309938689011555,0.747249729791518,0.5502172087082906,0.0695773870198749,0.06261693382004593,0.36628375912900846,0.3968139462376211
0.14359318024719256,-0.9039405986454877,-0.43061179856435705,-0.46883093282557453,0.20739082868849895,0.2664196544123243,0.2906412755628269,-0.26227463640258236,-0.38476676941303284,0.24377644692853584,-0.43939364415520493,0.16422088856680286,0.8425607709267168,-0.04316217140880717,0.582336940617974,-1.3085777939055871,-1.0778992750814855,0.14925973967169573,-0.06665905943353645,-0.15360589894707252,0.03488861041490861,-0.44906563396486143,-0.492892816393738,-0.3023836325634489,0.13294952181404235,-0.8367631187814423,1.1062663358697338,-0.5480255722891249,-1.4293404649623946,-0.6059207757846453,-0.19513945606400707,0.4717917817434036,0.1022480810694648,0.38875940600074693,-0.8061407798912782,0.28079200839127777,0.10899380188189631,-0.3469585797343096,0.9484234593336708,-0.4662469168524885,0.9889323845965522,1.705649885755392,-0.3613761216158429,0.13371662186856154,-0.33677428732106096,-0.18460742822286785,-0.12069257402344001,-0.09147021004965825,-0.029052551045460742,0.4319540610192118,-0.09255620153580367,0.12452285533317696,1.4503929888997007,0.3818421054328411,0.292938893999639,-1.3473319369300156,0.4973521806278097,-1.1724373365908272
-0.19594158034813317,-0.7326876785078834,-0.37738803552373557,-1.33174945808115,0.12566121809733477,0.3892788195244311,0.12595872272718095,-0.35074779342126616,0.3451265516985584,-0.058090566879279236,-0.2758367889610607,-0.34468925627530433,0.04766113444024734,-0.35047071904688093,-0.11846471791492483,0.6848050530897609,-0.393892110624494,-0.04929203628000288,-0.63025093213891,-1.4769815691682786,0.37285231081069875,0.9900379371230335,0.21790514302516442,0.7355502155783199,-0.7714710132200083,-0.28115296059872497,0.4908630054162632,0.5709352375282214,-0.3697692079511108,0.1604088017999158,1.0812318679657469,-0.08215836199049921,-1.022596284994327,0.3644847750577026,-1.1582227395454225,-1.1448743853759082,0.3031472142205416,-0.3792446925774466,0.06435702383739685,-0.03608124468227498,-0.007184016035297272,-0.49879888747498496,0.21710632340486383,0.1566282970899102,-0.2068766026504712,-0.2099203119156553,0.04688136621860139,0.540759405578562,-0.19016533670149308,0.04694639102408976,0.6353311605871382,-0.5293671587987667,-0.5490548458624557,-0.5740955310110776,-0.3398478438876124,0.3448812624114248,-0.4490946334036977,-0.2902622536326381
-0.39726267199950294,0.14734002633628346,-0.28291666001353577,0.20107049957384163,0.4831844175820678,0.1330810194101785,0.5556457339559809,-0.7368254458123471,-0.6195379164452176,-0.18257174614454694,-0.29947565347913674,0.1959573985355597,-0.11292762361642963,1.1569096832572732,1.0052973784454744,-0.608960083034032,-0.22404712390090153,0.8883197084256431,0.6780748570361869,0.2657596295647607,0.930082713353298,0.15567491777214934,-0.45505027802474723,0.6410970755659016,0.19492131086531575,0.7242467534847784,-0.008530101022766766,0.00725974627945917,-0.2367505651226625,-0.25817870002232257,-0.7715113256393413,0.09208876641212217,0.04357670733019306,-0.2460591557944288,0.4908498828583189,-1.4529473174273082,1.0029482695373797,-0.40480362831198585,-0.14576238726643162,0.5299350100084207,0.2260735630659533,0.1768183832026613,-0.17784221140720632,0.3957256986670996,-0.7333855848987343,-0.025924537134459892,-0.4132931210172894,-0.08309433753514757,-0.07257841079043013,0.13687698842475648,0.3706244150240473,0.3034517589319342,1.1746507335668253,0.5292671381400731,0.6754034016114124,0.10632523481766788,1.0999146679708325,0.49809704651843
0.5141728507729659,-0.2986431495055031,0.16960930115889303,-0.4683769779031743,-0.6053488830671431,-0.1492823684141712,0.011030298873743797,0.10994618155301297,0.00035034737319746684,0.01155690719206729,-0.07854594224709939,-0.02402068554618653,0.0660940561979408,-0.37281621773672124,0.26882604753506417,0.41858223091873403,0.07516107372578398,0.8233293134477079,0.33494692499797396,0.17085659115510754,-0.12963988718347844,0.4527104769889331,0.26354639886948794,-0.06663776674797656,-0.07573972484834868,-0.2639732736549268,0.13133565946163345,0.1215388915744878,-0.4551733572475691,-0.04198455245209102,0.35209549064826606,-0.15473576960219784,0.07925984593614933,-0.2990361380937301,-0.278627082473506,-0.6084236534584885,-0.6020579754181695,-0.04137721096954966,-0.2706626997259689,0.13514427043952396,-0.25607103376623774,0.2624093786084282,-0.6624049138874935,0.5899021659347841,0.03773457677069529,-0.2271091952850428,1.343629541951989,0.11592785575462294,0.8192210701638716,0.04349628930371926,1.7967673749980069,0.6806248070576972,0.4625567866428459,1.3146054784375392,-0.494721301722704,0.2381644339055394,0.6344955367937508,0.26645636260517125
0.004081246874569058,-0.012830631471666328,0.08917884320089901,-0.8320740103622581,-0.1024445077243285,0.27916870663903603,-0.17596797076743612,0.2626686881259493,-0.18085163205849292,1.0537295219373528,0.022042149268882157,-0.23282913065835872,-0.2099532820369094,-0.659366287434047,-1.1263020478808117,-0.10998016184974337,0.17170956168242452,-0.24279660068068395,-0.8370884245220579,0.6042413488441875,1.134997128181988,-0.053886034264401736,-0.2765477978782147,0.1796990585087185,0.01056045520102733,-0.0026362012571503335,-0.21377585686746417,-0.5744955875310381,0.33587918138132056,-0.44625108105047934,-0.22047391417037543,0.1824755026212842,-0.20033366513955347,0.8109696034134848,0.04385994771430344,0.008037125962456076,0.1605274346727612,0.14309199629429262,-0.0972910598195842,0.2018620378104793,0.08712910392220369,0.14401366355780618,0.37129179112053434,-0.4942685950038392,0.19580285320254268,-0.5562445503098083,0.10975913853863582,-0.246224492068062,0.20510519374313377,-0.018201990110122863,-0.7276860032813733,-0.2545374700937997,-0.13889255166285172,-0.12440521320096135,-0.4399784322023455,0.15174032509442403,0.41119352110344337,0.26066966785411905
0.5165108374274281,-0.2902132394949074,0.26450608606415593,1.2033482218766387,-0.6552753262191499,0.2470721808047783,-0.9624455685424231,-1.011266510349806,1.8102386914178847,-0.46244843534178076,-0.22696751666484088,0.6929432956249979,0.13158420348877983,0.6930133140142378,0.6750481191273141,-0.7304794987004697,-1.1213311022336352,0.43992132251502225,-0.11997974474327434,-1.441104389427577,0.04026814925341534,0.2232761770463321,-0.5886735910494535,-0.42412466890608574,0.8696003995870927,-1.1450646954501438,0.39443943524384484,0.45259214057897784,-1.2454290753969128,1.028255533358702,-0.40279939703008116,0.5748406776335083,0.43881472560806456,-0.320865359411821,1.4986043899718837,0.30259392751028236,0.07663276156045169,-0.7065434742120471,-0.5566675112716861,1.1453414211904238,-0.416769201257019,1.2144388042663357,-0.00886338189780586,-0.34559032122212474,-0.7131532740010198,-0.5947951582827238,-1.4347579027323132,-0.6755264964867003,-0.15279287893897603,0.534984426017069,-0.2098508488095962,1.450471909398741,0.5311049372010483,0.26789547929009266,-0.18919218088878123,0.01507405655074769,1.575966096180573,0.6369211128528932
